User_Id,Age,Gender,Country,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk
4024,25,Male,UK,Student,4.27,7.4,2.54,4.59,News,6.1,7.6,0.56,8.23,4.08,4.58,4.3,5.95,6.69,5.93,3.93,4.22,Medium
4025,25,Male,Australia,Student,3.92,7.29,1.13,2.65,Entertainment,2.65,5.18,1.6,4.56,3.32,3.31,6.68,6.21,4.06,5.22,4.47,4.02,Medium
4026,24,Male,India,Working,4.43,5.48,3.07,1.39,News,4.05,7.31,0.4,4.89,6.29,6.14,4.66,4.21,6.4,5.32,5.8,3.47,High
4027,23,Male,India,Student,3.84,8.17,1.49,3.49,Entertainment,2.15,6.31,3.29,6.3,4.19,4.22,3.56,4.08,7.33,5.24,5.61,3.74,High
4028,19,Male,UK,Both,3.47,6.67,1.81,1.1,Lifestyle,2.83,7.08,2.17,5.17,5.06,5.12,3.29,4.88,8.09,5.7,4.53,4.09,Medium
4029,24,Female,USA,Student,3.31,5.39,3.52,0,Entertainment,2.85,6.3,1.09,7.1,5.68,4.22,5.26,2.17,5.89,4.44,5.32,3.61,High
4030,22,Female,Pakistan,Student,2.77,8.19,3.38,0.36,Lifestyle,3.73,6.21,2.86,5.4,4.08,3.82,5.49,3.11,6.77,6.8,6.73,4.6,Medium
4031,23,Female,Pakistan,Student,4.46,7.9,1.92,0.99,Entertainment,4.69,6.35,0.77,6.9,4.8,4.38,5.56,3.95,7.68,3.15,4.29,4.02,Medium
4032,25,Female,India,Working,3.79,8.34,1.23,2.66,Educational,2.42,6.39,1.57,7.45,2.55,4.27,6.4,4.52,6.3,6.06,6.23,4.5,Medium
4033,25,Non-binary,Pakistan,Student,3.19,7.43,3.69,1.4,News,2.81,4.13,0.46,7.35,5.28,4.67,6.13,2.78,3.99,4.36,4.51,3.3,High
4034,20,Male,UK,Student,1.75,6.77,3.84,2.11,Educational,5.19,6.39,1.27,6.37,4.69,3.92,5.84,2.11,6.49,7.26,3.69,5.26,Medium
4035,24,Male,Pakistan,Working,4.81,8.87,4.23,1.73,Gaming,3.72,5.5,1.43,5.04,3.95,7.29,4.07,6.63,5.82,3.56,7.06,2.09,High
4036,18,Female,Canada,Both,5.01,8.96,4.24,2.14,News,2.92,6.49,1.19,7.38,5.67,5.63,5.84,6.85,6.5,6.78,4.81,4.63,Medium
4037,18,Male,India,Student,2.59,6.36,3.42,0.79,News,4.57,8.63,0.26,1,7.28,5.16,5.71,5.1,9.19,5.22,4.24,5.14,Medium
4038,24,Female,Australia,Student,4.15,8.59,2.8,0.24,Entertainment,2.6,7.94,1.02,4.73,5.79,5.1,6.63,2.74,7.42,3.73,7.78,3.78,High
4039,26,Female,Pakistan,Student,3.18,5.62,2.33,1.34,Lifestyle,2.3,7.03,0.68,3.64,4.05,1.94,6.4,3.72,6.92,5.6,3.4,5.42,Medium
4040,24,Non-binary,Canada,Working,5.08,8.49,3.72,2.5,Entertainment,3.44,4.6,1.43,6.29,4.98,5.37,3.8,4.86,5.67,4.18,6.04,2.65,High
4041,22,Female,Canada,Working,3.26,5.71,1.87,1.25,News,3.14,5.49,1.48,5.61,4.39,5.31,4.96,5.75,5.48,5.51,4.48,3.68,High
4042,25,Non-binary,UK,Both,3.26,7.19,3.53,0.82,Educational,2.36,5.92,1.49,8.37,5.67,4.58,5.59,4.51,4.8,5.41,7.58,3.24,High
4043,19,Male,India,Student,4.2,6.9,0.99,1.46,Lifestyle,3.49,7.6,0.52,4.6,3.41,3.2,6.79,3.01,6.55,4.71,4.31,4.77,Medium
4044,26,Female,UK,Student,3.37,6.15,3.74,0.77,Entertainment,0.63,7.09,2.38,8.6,4.71,5.21,4.11,4.58,7.83,5.03,7.62,3.52,High
4045,23,Male,Australia,Student,3.27,4.36,3.27,2.45,Educational,2.21,8.16,2.47,5.02,4.73,4.04,5.72,3.11,8.12,5.15,4.95,4.83,Medium
4046,26,Female,Australia,Working,3.08,8.07,1.95,1.25,Entertainment,0.94,7.1,2.96,7.16,2.84,1.44,7.59,3.73,6.31,5.97,5.44,5.48,Medium
4047,19,Female,USA,Student,3.34,5.1,2.9,2.81,News,1.25,7.34,0.82,6.82,5.19,3.83,4.78,3.5,7.92,5.37,4.89,4.57,Medium
4048,20,Male,Australia,Both,3.44,6.87,2.87,1.87,Entertainment,0.52,6.92,2.13,6.89,5.16,4.29,5.69,4.33,6.78,5.24,6.09,4.17,Medium
4049,25,Female,India,Student,4.02,7.63,5.03,0.53,Educational,2.79,6.78,0.03,4.75,5.24,4.03,5.66,4.99,9.16,5.52,5.19,5.24,Medium
4050,18,Male,India,Student,3.76,8.17,2.69,0.26,Educational,2.15,4.52,1.4,7.5,4.28,6.22,4.76,4.55,4.1,5.37,5.9,2.72,High
4051,24,Male,UK,Student,4.74,7.25,3.35,0,Educational,3.55,5.98,1.85,6.1,4.35,5.88,4.46,4.26,6.67,6.01,7.27,3.53,High
4052,24,Non-binary,Canada,Student,2.27,3.91,3.61,1.83,Entertainment,3.64,7.49,2.39,3.55,5.17,3.54,5.88,3.42,7.34,7.59,4.38,5.61,Medium
4053,18,Male,USA,Working,7.13,11.09,2.68,1.05,News,4.92,8.33,1.27,5.6,4.65,3.14,7.02,5.19,8.89,7.11,5.59,6.22,Medium
4054,26,Male,Australia,Student,4.03,8.2,4.83,1.07,Gaming,1.89,6.04,0.8,9.74,6.24,6.01,5.82,4.18,6.01,2.93,7.28,2.7,High
4055,25,Male,Canada,Student,5.46,8.83,3.14,0.63,Gaming,3.32,7.69,1.02,3.72,6.31,5.42,5.74,4.63,6.32,4.71,7.34,3.46,High
4056,21,Female,UK,Student,4.72,7.77,0.33,1.38,Gaming,2.58,5.85,2.56,1.21,4.4,5.53,4.55,2.4,4.28,4.46,8.01,2.17,High
4057,22,Male,Pakistan,Working,4.18,7.15,3.04,0,Lifestyle,3.56,6.05,0,5.69,4.69,4.39,3.9,4.69,6.52,5.63,5.28,3.74,High
4058,19,Male,USA,Working,4.68,6.57,5.64,2.71,News,3.37,3.84,0.14,6.69,5.9,6.31,3.7,4.01,3.21,3.67,6.95,1.32,High
4059,26,Female,India,Student,4.51,5.27,2.4,1.24,News,2.51,8.03,0.24,11.44,4.09,2.94,6.86,3.51,7.66,5.33,2.76,5.67,Medium
4060,23,Male,Canada,Working,3.74,8.39,3.51,0.39,Lifestyle,2.9,6.9,2.81,6,5.4,4.67,5.45,5.51,7.6,5.92,4.83,4.74,Medium
4061,20,Male,UK,Student,7.59,10.6,2.21,2.31,Gaming,0.88,5.69,0.81,4.97,4.82,4.15,5.17,5.62,6.8,2.94,5.47,3.37,High
4062,24,Female,UK,Working,5.67,9.49,2.81,0.94,Gaming,3.78,8.62,0.64,4.99,6.61,4.59,3.18,6.75,8.45,6.74,6.78,4.23,Medium
4063,26,Female,USA,Working,1.61,4.26,4.39,0,Lifestyle,0.11,6.38,1.34,5.61,3.73,4.32,4.73,2.25,7.07,4.72,5.55,3.86,High
4064,20,Female,USA,Student,5.58,8.22,3.92,4.79,Educational,3.69,8.19,1.62,5.6,5.24,4.58,6.7,3.68,7.41,6.56,6.58,5.03,Medium
4065,19,Male,Australia,Working,4.11,6.64,3.39,2.47,News,0.9,4.86,0,7.29,4.56,5.84,2.29,4.37,5.27,4.58,7.45,1.83,High
4066,24,Non-binary,Australia,Student,6.45,9.26,3.14,3.27,Gaming,4.07,7.94,0.19,7.7,5.76,5.46,5.63,6.19,7.58,5.91,6.57,4.37,Medium
4067,24,Non-binary,India,Student,3.51,7.64,2.83,0.24,Gaming,3.66,7.66,0.81,8.39,4.1,3.25,6.02,4.76,7.04,5.77,3.9,5.08,Medium
4068,21,Male,India,Student,0.5,3.63,3.31,2.32,Lifestyle,2.07,6.4,1.59,5.39,5.05,5.51,4.09,1.59,6.18,4.77,5.91,3.11,High
4069,26,Male,USA,Student,3.47,8.15,4.37,0.93,Entertainment,0.09,6.03,0.45,8.39,5.66,4.73,5.02,3.27,6.2,3.71,5.91,3.21,High
4070,25,Non-binary,USA,Working,1.6,3.46,3.01,2.18,News,3.62,5.55,1.56,8.94,4.9,3.36,6.77,3.44,4.83,5.58,3.55,4.57,Medium
4071,18,Female,Canada,Student,2.98,5.8,3.37,0.81,News,0.85,7.84,1.99,5.02,3.25,2,6.42,4.14,7.44,6.56,5.1,5.62,Medium
4072,18,Female,Australia,Working,3.14,6.09,1.64,3.58,News,4.29,5.68,0,10.57,3.61,4.73,5.22,5.12,5.37,4.33,5.9,3.2,High
4073,22,Female,UK,Student,4.57,8.3,1.99,1.87,Educational,0.96,3.75,0.68,6,5.52,6.8,4.46,3.74,4.46,4,6.67,2.06,High
4074,23,Female,Australia,Student,4.38,6.68,4.68,1.42,Entertainment,0.79,7.93,1.19,5.45,4.67,4,5.19,3.31,7.11,5.55,5.89,4.31,Medium
4075,20,Female,Australia,Student,4.96,9.11,4.01,1.59,News,2.52,6.86,1.05,9.29,4.7,4.03,5.44,4.38,4.76,6.75,5.11,4.12,Medium
4076,26,Male,USA,Student,4.83,8.47,3.61,0.86,Educational,0.77,6.22,0.88,7.32,6.03,6.03,3.53,5.93,5.59,3.74,6.6,2.18,High
4077,23,Male,USA,Both,6.91,11.51,4.33,0.78,Educational,2.64,6.12,2.23,8.34,5.02,7.7,3.08,5.19,5.69,2.65,8.35,1.13,High
4078,21,Female,Australia,Student,4,6.5,3.38,3.89,Educational,0.34,9.42,1.86,6.49,3.59,1.43,5.99,3.54,10,5.78,4.64,6.24,Medium
4079,24,Female,Pakistan,Student,4.77,6.11,3.36,0,News,3.34,6.18,1.77,8.52,4.6,6.15,5.36,4.54,6.91,3.83,6.57,3.25,High
4080,25,Female,Pakistan,Both,5.33,9.29,2.58,3.09,News,1.74,6.08,0.61,7.34,7.06,6.98,1.73,5.65,5.92,5.64,7.7,1.98,High
4081,26,Non-binary,India,Student,3.03,7.12,3.3,0.11,Lifestyle,6.03,6.13,2.23,3.68,3.65,5.01,3.89,4.78,6.84,5.9,5.82,3.74,High
4082,23,Female,Australia,Student,2.1,2.79,1.71,0.57,Lifestyle,3.18,5.68,3.01,4.91,2.74,4.61,3.57,2.65,4.78,5.17,4.55,2.98,High
4083,23,Male,Pakistan,Student,4.55,8.12,1.91,2.28,Entertainment,3.38,6.06,0.13,4.33,6.27,4.71,5.41,6.34,6.15,6.44,6.76,4.09,Medium
4084,25,Female,India,Both,3.4,6.71,2.04,0.77,Lifestyle,3.08,6.88,0.36,4.66,4.86,3.31,7.35,3.11,7.27,5.42,5.79,5.16,Medium
4085,22,Male,India,Working,5.17,7.63,4.96,1.49,News,0.3,5.95,1.83,9.73,6.36,5.58,5.95,5.34,6.2,4.45,7.52,3.35,High
4086,20,Male,Australia,Working,5.1,9.66,2.99,0.37,Lifestyle,3.32,4.31,0.8,8.02,3.52,3.47,4.91,4.5,3.61,5.37,5.86,3.08,High
4087,20,Male,India,Working,5.48,8.06,3.43,2.32,Entertainment,0,4.86,1.72,5.3,3.93,5.86,4.68,5.89,4.03,2.84,6.72,1.75,High
4088,23,Female,USA,Working,2.82,7.52,2.26,0,News,6.21,7.21,2.09,7.46,4.64,2.96,6.21,5.61,7.32,7.21,3.37,5.86,Medium
4089,19,Non-binary,USA,Working,3.14,7.08,2.81,1.93,Gaming,0.14,5.08,1.56,7,3.37,5.94,4.82,2.98,5.22,2.71,6.3,2.21,High
4090,23,Male,USA,Student,4.16,7.88,2.4,3.56,Gaming,0.89,7.01,0.4,5.41,5.61,3.83,5.66,4.25,5.97,4.81,5.92,3.86,High
4091,23,Male,UK,Student,3.73,7.22,1.51,3.79,Gaming,3.9,7.99,3.39,6.53,3.22,3.09,6.23,4.71,6.84,5.7,5.82,4.77,Medium
4092,25,Female,USA,Student,4.68,8.42,2.04,3.63,Entertainment,4.16,7.16,0.82,6.41,5.47,6.03,4.04,4.33,5.06,6.61,5.32,3.35,High
4093,24,Female,USA,Working,6.04,8.45,1.07,0,Entertainment,5.01,6.65,2.8,7.36,4.25,4.89,5.18,5.86,6.04,4.09,4.76,3.5,High
4094,25,Female,Australia,Working,3.85,5.65,3.24,2.06,News,5,6.57,1.33,5.09,4.5,4.72,4.91,5.16,7.64,5.75,4.13,4.63,Medium
4095,26,Female,Pakistan,Student,1.97,6.67,4.16,3.28,Gaming,1.51,6.65,2.99,4.02,3.57,3.64,4.54,3.38,6.31,3.49,6.66,3.06,High
4096,23,Female,Pakistan,Student,1.07,3.5,2.57,2.5,Educational,0,6.42,0.98,2.18,6.51,6.49,5.9,1.03,5.76,3.39,8.22,2.56,High
4097,20,Male,USA,Student,2.06,4.85,3.6,0,Lifestyle,3.39,5.09,2.29,6.77,4.02,5.04,3.58,2.63,4.93,5.77,6.46,2.84,High
4098,20,Male,USA,Working,2.01,3.67,2.67,0,Gaming,1.3,6.31,2.48,6.25,5.32,6.39,4.34,2.08,6.8,4.28,7.03,2.9,High
4099,18,Male,USA,Student,5,8.62,4.03,1.83,Gaming,2.21,7.56,1,10.57,4.43,3.16,4.91,3.53,7.96,5.68,4.42,4.92,Medium
4100,22,Female,India,Working,3.93,5.87,2.83,2.39,Gaming,2.85,7.8,2.31,7.7,6.4,3.33,5.1,5.59,7.94,7.07,4.29,5.43,Medium
4101,21,Male,Australia,Student,4.11,7.53,4.76,2.36,Gaming,5.03,6.23,1.2,5.59,6.57,7.56,2.72,4.23,7.02,5.04,5.16,2.81,High
4102,26,Female,Australia,Working,5.08,7.76,2.52,1.45,News,3.84,7.09,1.69,6.61,4.97,5.66,4.95,3.78,7.58,5.75,5.33,4.26,Medium
4103,26,Male,Australia,Working,6.04,9.28,4.99,0.87,Lifestyle,2.26,6.99,0.31,8.11,5.55,3.56,7.49,6.84,5.53,3.07,6.46,3.69,High
4104,22,Female,Pakistan,Working,3.71,8.4,1.35,0,Gaming,1.58,6.64,0.69,5.89,5.06,4.01,5.73,4.88,7.06,4.96,5.85,4.27,Medium
4105,21,Male,UK,Student,5.11,6.98,3.15,1.77,News,1.18,6.69,2.35,4.43,4.6,5.53,6.88,3.38,7.89,4.93,7.37,4.42,Medium
4106,24,Male,Pakistan,Working,4.53,7.01,2.32,4.98,Gaming,6.45,6.72,1.74,3.43,5.2,3.16,3.25,5.1,7.83,7.39,5.69,4.68,Medium
4107,23,Male,Australia,Student,1.66,3.89,3.57,3.68,Educational,2.43,6.41,2.38,8.3,5.16,4.85,5.48,3.67,6.36,5.34,5.49,4,Medium
4108,21,Female,Canada,Both,1.77,5.27,1.52,2.25,News,3.74,6.48,1.57,8.52,4.96,6.49,4.85,2.17,6.52,4.91,4.7,3.56,High
4109,19,Male,UK,Student,3.49,6.9,1.82,3.06,Educational,4.69,7.38,1.71,4.97,4.41,4.15,4.04,3.39,6.38,6.72,4.19,4.33,Medium
4110,18,Female,USA,Student,4.3,7.08,2.18,3.44,Gaming,3.16,5.52,2.09,6.51,3.31,4.19,6.49,4.91,6.32,3.64,7.11,3.6,High
4111,21,Female,India,Working,4.72,8.89,2.06,2.9,Lifestyle,4.36,4.92,0,5.03,2.46,5.82,4.68,5.59,5.21,3.92,5.2,2.77,High
4112,21,Female,Pakistan,Student,3.7,6.73,2.65,2.57,News,2.41,5.66,1.51,10.95,3.67,4.6,5.6,4.45,5.68,2.69,5.99,2.89,High
4113,18,Female,India,Working,1.46,3.85,0.91,2.49,Educational,4.72,6.23,1.53,5.15,4.93,3.99,5,1,6.25,5.06,4.24,4.06,Medium
4114,23,Non-binary,UK,Student,3.45,7.77,3.52,0,Educational,4.81,6.54,1.54,6.75,5.91,4.26,6.53,2.79,5.46,5.02,6.65,3.85,High
4115,21,Male,Canada,Student,1.24,4.01,3.82,3.38,Lifestyle,1.59,6.76,2.74,8.02,5.66,4.34,5.6,2.83,6.79,4.67,5.48,4.05,Medium
4116,18,Male,UK,Both,3.69,6.52,0.55,3.01,News,2.75,5.77,0.28,7.56,2.72,3.39,4.56,2.26,7.39,2.88,4.6,3.61,High
4117,18,Non-binary,Pakistan,Both,4.84,7.76,4.12,0.27,Entertainment,3.76,8.63,0.63,7.35,6.05,7.28,3.06,5.18,7.63,6.9,4.94,3.83,High
4118,18,Male,Australia,Student,4.64,7.87,1.76,0.07,Educational,3.55,7.18,1.75,5.06,3.64,2.94,7.21,3.82,7.74,6.62,5.2,5.84,Medium
4119,25,Female,USA,Student,3.25,7.43,2.38,0.61,News,3.02,6.07,1.55,7.59,4.46,2.5,6.33,4.48,5.94,6.76,4.04,5.25,Medium
4120,25,Male,Australia,Student,4.61,8.5,2.97,3.47,Entertainment,4.17,6.05,2.8,8.15,3.9,4.16,6.12,5.61,5.44,5.41,5.54,4.04,Medium
4121,19,Female,Australia,Student,2.32,5.94,2.53,0.86,News,5.3,6.31,1.72,7.01,4.77,5.06,5.98,4.25,8.28,5.25,4.39,4.93,Medium
4122,24,Male,Pakistan,Student,3.04,5.07,1.77,0.83,Gaming,0.35,7.32,2.77,3.07,3.54,3.98,6.52,1.55,7.17,3.95,6.01,4.21,Medium
4123,25,Non-binary,Australia,Student,1.51,4.49,2.19,2.32,Educational,1.77,8.19,1.41,2.55,4.95,4.48,5.55,2.22,8.01,5.86,7.25,4.52,Medium
4124,25,Female,Australia,Working,3.2,6.06,2.85,1.06,Entertainment,0.66,8.43,0.3,6.39,5.32,3.49,7.7,4.48,8.36,4.62,5.79,5.35,Medium
4125,24,Male,Pakistan,Student,2.84,6.4,2.57,0.46,Lifestyle,4.94,7.39,1.19,3.24,4.31,3.64,6.42,3.2,7.28,5.58,4.63,5.05,Medium
4126,22,Male,Pakistan,Working,3.39,6.19,2.32,0,Lifestyle,3.23,5.5,1.94,5.68,2.95,4.06,6.4,5.96,4.83,5.57,5.1,4.07,Medium
4127,18,Male,Canada,Working,3.59,8.03,2.46,3.47,Gaming,2.64,8.19,1.28,8.6,4.35,3.6,6.07,5.14,7.71,5.52,4.97,5.01,Medium
4128,26,Female,Australia,Working,4.37,8.02,3.62,1,Gaming,2.58,6.28,0.53,6.62,5.38,4.53,5.43,5.16,7.52,3.51,4.72,3.95,High
4129,24,Male,UK,Student,1.05,4.65,2.96,3.15,Entertainment,1.04,6.45,2.1,3.5,4.11,5.52,4.99,1.14,7.83,3.82,4.61,3.86,High
4130,19,Male,USA,Working,2.71,4.73,1.13,0.89,Educational,3.63,6.59,2.4,3.49,4.13,3.55,5.77,3.65,5.22,6.94,3.29,4.84,Medium
4131,23,Female,India,Working,5.47,7.75,3.08,0,Educational,5.22,5.72,1.98,8.33,5.9,7.09,3.59,3.89,6.67,5.76,5.23,3.29,High
4132,19,Male,USA,Working,5.49,7.97,4.18,1.33,Lifestyle,4.11,6.41,0.95,6,4.99,4.98,5.03,5.56,5.79,7.67,3.86,4.69,Medium
4133,18,Male,Pakistan,Student,4.08,7.09,3.24,0,Gaming,1.98,5.59,0.63,8.12,5.64,3.42,6.17,4.39,5.86,5.89,4.59,4.64,Medium
4134,24,Male,India,Student,4.12,8.31,4.71,0,Lifestyle,1.45,7.84,2.13,5.82,6.54,4.61,5.37,5.23,8.45,5.51,5.31,4.79,Medium
4135,19,Female,Pakistan,Working,2.31,4.55,1.01,0.76,Entertainment,3.83,5.05,0.79,1.94,4.31,5.65,3.14,3.93,5.48,3.41,4.65,2.29,High
4136,19,Non-binary,Canada,Student,3.44,4.82,2.48,1,Lifestyle,1.54,8.34,2.27,9.91,5.87,3.21,5.79,2.6,8.63,4.76,3.29,5.31,Medium
4137,22,Male,Australia,Both,5.23,9.67,5.29,1.58,Lifestyle,2.28,7.19,0,5.62,5.38,6.42,4.78,5.58,7.35,4.34,8.45,3.01,High
4138,22,Female,Pakistan,Student,2.13,4.67,3.6,3.35,Gaming,1.55,6.72,1.15,3.67,3.34,4.15,7,3.03,6.19,4.69,5.31,4.38,Medium
4139,24,Male,Pakistan,Student,4.22,7.15,1.34,0.85,Gaming,3.37,5.69,0,7.71,5.41,5.99,5.25,3.48,6.39,5.02,7.71,3.27,High
4140,18,Male,USA,Student,4.84,8.84,3.6,0,Educational,0.87,8.64,1.05,8.3,5.46,5.08,4.51,4.58,7.97,4.29,7.72,3.45,High
4141,25,Female,Australia,Student,4.07,8.24,2.73,3.79,Educational,6.58,8.61,2.59,9.02,4.92,3.13,7.14,4.14,6.87,7.28,4.31,5.86,Medium
4142,20,Male,Canada,Student,3.78,5.86,3.98,2.6,Educational,1.71,6.75,2.08,5.31,6.76,6.09,4.85,5.1,7.42,4.91,6.51,3.63,High
4143,21,Female,Pakistan,Working,3.76,7.03,2.71,0,Lifestyle,0.96,5.39,1.45,2.87,3.55,4.35,4.36,5.21,5.77,3.6,6.41,2.79,High
4144,26,Female,Pakistan,Working,4.75,9.14,4.11,2.41,Lifestyle,6.3,5.77,1.24,7.3,4.68,5.31,5.53,5.24,6.66,5.14,3.71,4.27,Medium
4145,21,Non-binary,Pakistan,Student,4.29,7.33,2.8,1.05,News,1.84,6.45,0,6.8,6.36,4.64,5.84,5.37,7.68,5.14,6.07,4.44,Medium
4146,22,Male,USA,Working,4.74,8.85,3.34,0.34,Entertainment,3.18,5.59,0,4.27,4.73,4.71,5.32,4.85,5.12,4.11,5.95,3.07,High
4147,24,Male,Pakistan,Student,3.45,6.62,4.64,1.57,News,5.25,6.4,1.74,5,4.66,5.18,6.17,3.4,5.58,5.82,5.07,4.14,Medium
4148,21,Non-binary,Pakistan,Student,3.52,7.62,3.23,1.48,Entertainment,1.76,5.44,2.68,4.88,5.29,4.55,6.61,5.48,6.48,5.36,6.32,4.34,Medium
4149,18,Male,USA,Working,4.82,9.15,1.59,1.58,Gaming,0.99,6.04,1.76,7.01,5.36,4.64,5.76,6.16,5.97,5.19,7.17,3.67,High
4150,26,Female,Pakistan,Student,2.66,7.4,1.82,1.22,Lifestyle,1.91,6.92,1.65,6.43,3.9,5.25,5.72,4.59,7.39,6.06,4.53,4.76,Medium
4151,21,Male,Australia,Student,2.31,5.78,4.49,0,News,1.57,6.1,3.78,7.26,5.33,6.56,3.45,5.44,6.48,4.26,4.07,2.96,High
4152,26,Male,Australia,Working,7.41,10.02,0.37,1.56,Lifestyle,6.97,5.9,1.26,3.23,4.89,5.82,5.42,6.08,7.88,6.45,5.64,4.67,Medium
4153,23,Male,USA,Working,4.63,7.91,2.1,0.42,News,3.87,6.23,0,6.7,5.28,5.14,6,5.15,6.07,3.02,5.17,3.31,High
4154,18,Female,Australia,Student,3.63,6.96,6.46,0.05,Educational,3.06,5.67,1.18,6.27,6.78,4.89,5.14,3.35,6.25,6.26,4.63,4.3,Medium
4155,20,Female,India,Student,2.96,5.97,2.58,0.56,Entertainment,3.52,5.77,0.85,10.32,4.97,3.82,4.32,4.13,4.51,5.44,4.52,3.37,High
4156,19,Male,India,Student,2.62,6.36,3.39,0.03,Educational,1.43,9.34,2.94,5,3.86,2.17,7.86,4.4,9.3,8.11,5.23,7.19,Low
4157,26,Female,India,Student,3.93,7.49,2.07,0.38,Lifestyle,3.11,5.75,2.82,5.47,4.42,3.77,6.69,3.06,5.96,3.24,5.23,3.79,High
4158,18,Male,Canada,Working,3.86,7.14,3.54,0.24,Gaming,2.64,6.93,1.49,7.26,4.09,3.2,5.3,3.29,5.6,6.34,3.59,4.62,Medium
4159,26,Male,Pakistan,Student,4.66,9.86,3.91,0,Gaming,3.82,5.38,1.76,6.36,6.49,6.72,3.87,4.44,6.35,3.85,7.01,2.4,High
4160,26,Female,Canada,Student,2.05,4.24,2.57,1.82,Educational,2.19,4.35,2.13,1,4.03,4.14,7.47,4.59,4.77,4.33,3.98,4.17,Medium
4161,25,Female,Australia,Student,2.11,5.48,3.11,0.75,News,2.02,5.59,2.42,4.46,4.77,5.85,3.86,4.53,5.43,4.54,4.82,2.83,High
4162,25,Male,USA,Student,4.39,7.4,1.63,1.48,Educational,0.71,6.42,1.69,6.98,4.42,4.21,4.55,4.84,7.14,4.28,6.99,3.46,High
4163,18,Male,India,Working,4.58,5.73,2.36,1.84,Gaming,6.64,5.6,1.82,4.76,4.33,6.15,3.98,4.67,6.49,7.32,4.79,4.11,Medium
4164,25,Non-binary,USA,Student,5.36,7.73,3.01,1.69,Educational,3.52,4.5,1.69,6.57,5.1,8.64,3.63,5.26,4.76,2.29,7.18,1,High
4165,20,Female,Canada,Student,6.49,8.08,5.34,1.96,Entertainment,1.76,5.96,1.16,8.98,5.25,5.23,2.85,6.48,5.49,5.45,7.29,2.51,High
4166,24,Female,Australia,Both,3.6,7.43,1.28,1.39,Educational,2.28,6.56,2.26,3.05,3.68,3.71,5.95,5.88,7.47,3.61,6.81,3.92,High
4167,18,Male,Pakistan,Student,5.01,6.75,3.63,1.8,News,1.69,7.34,1.9,6.81,5.31,5.19,4.26,5.22,6.76,4.85,6.13,3.41,High
4168,18,Female,Australia,Student,2.44,4.06,4.16,0,Lifestyle,6.05,6.39,0.77,4.26,5.66,5.31,5.4,2.19,7.57,4.43,6.26,3.87,High
4169,22,Male,India,Working,0.5,3.29,2.62,1.39,Educational,3.09,5.53,2.2,7.13,3.26,3.93,5.46,1.41,6.4,4.39,5.03,3.92,High
4170,22,Non-binary,Australia,Student,2.53,5.18,3.81,1.35,Entertainment,1.97,7.86,1.4,11.15,6.55,6.61,5.29,3.7,8.58,5.34,7.03,4.13,Medium
4171,25,Male,USA,Both,3.28,5.88,4.28,1.01,News,4.72,8.78,2.57,2.93,3.85,3.39,6.75,3.16,9.94,4.95,4.05,5.97,Medium
4172,24,Male,UK,Working,7.23,9.14,5.38,1.46,Entertainment,0,6.8,1.94,1.5,7.71,5.93,4.33,6.42,6.47,4.14,7.92,2.67,High
4173,25,Male,India,Both,1.51,5.4,5.18,0,News,2.9,8.21,1.5,2.41,4.3,3.53,6.66,3.13,7.71,5.58,3.42,5.49,Medium
4174,23,Female,Pakistan,Student,5.11,7.94,0.44,1.14,Gaming,1.54,7.36,0,9.72,2.8,3.48,5.19,4.52,7.77,4.6,4.44,4.53,Medium
4175,23,Female,India,Student,3.11,7.09,2.39,1.43,Gaming,2.12,8.82,0,2.62,3.95,2.82,5.46,3.66,8.88,5.38,5.37,5.21,Medium
4176,19,Male,India,Working,4.75,6.76,3.52,3.29,Lifestyle,3.59,6.67,4.47,4.82,5.97,5.48,5.62,6.02,8.07,3.59,7.5,3.6,High
4177,23,Female,Pakistan,Both,4.06,6.42,3.16,1.4,Lifestyle,1.29,7.56,1.56,7.58,3.28,2.39,6.36,3.38,8.67,5.37,4.13,5.71,Medium
4178,22,Female,India,Both,2.63,4.75,3.95,0.34,News,3.65,8.11,2.13,6.75,4.53,2.18,7.59,1.23,6.89,6.62,1.25,6.46,Medium
4179,20,Male,USA,Working,5.54,8.51,3.34,0,Entertainment,1.48,6.57,1.95,5.1,5.66,5.93,2.96,6.13,6.24,4.07,6.48,2.36,High
4180,23,Female,Australia,Working,4.67,7,3.34,1.22,Entertainment,0.89,7.37,3.65,6.35,4.87,4.8,3.57,4.96,6.55,4.23,6.37,2.92,High
4181,25,Non-binary,USA,Student,3.98,8.06,3.17,1.93,Educational,1.87,6.62,1.97,7.57,4.74,3.83,5.53,5.33,6.82,5.85,3.35,4.87,Medium
4182,26,Male,Australia,Student,4.44,5.19,3.47,1.38,Gaming,4.09,5.71,1.78,5.34,5.76,3.2,5.55,4.47,5.73,4.79,2.83,4.35,Medium
4183,18,Male,UK,Student,3.36,8.05,3.71,2.69,Educational,3.91,4.83,2.53,5.36,6.03,5.92,4.26,5.95,6.55,3.63,7.4,2.59,High
